idx,cx,cy,cz,xmin,ymin,zmin,xmax,ymax,zmax,dx,dy,dz,vol_mm3
23,-1604.99999999995,1275.0000000000102,-749.9999999998176,-1610.0000000999926,859.9999999000082,-1440.0000000998193,-1599.9999998999074,1690.0000001000124,-59.999999899816146,10.000000200085196,830.0000002000041,1380.0000002000031,11454000.0
24,-1649.99999999995,1275.0000000000093,-749.9999999998151,-1690.0000000999908,1269.999999900007,-1440.0000000998175,-1609.9999998999092,1280.0000001000117,-59.999999899812615,80.00000020008156,10.000000200004706,1380.000000200005,1103999.999999999
25,-1682.8378378378077,-1139.9999999999998,-749.9999999999729,-1700.000000099974,-1600.0000001000003,-1450.0000000999735,-1599.999999899966,-679.9999998999998,-49.9999998999728,100.00000020000789,920.0000002000005,1400.0000002000006,17020000.000000007
26,-1604.99999999997,-1139.9999999999998,-749.9999999999729,-1610.000000099974,-1590.0000000999999,-1440.000000099973,-1599.999999899966,-689.9999998999998,-59.99999989997294,10.00000020000789,900.0000002,1380.0000002000002,12420000.0
27,-1649.99999999997,-1140.0000000000014,-749.999999999973,-1690.000000099972,-1145.0000001000017,-1440.0000000999732,-1609.9999998999679,-1134.999999900001,-59.99999989997293,80.00000020000425,10.000000200000613,1380.0000002000004,1103999.999999999
28,-1679.018691588755,-20.000000000001044,-749.9999999998183,-1700.0000000999753,-280.0000001000013,-1450.0000000998184,-1599.9999998999647,240.00000009999923,-49.9999998998175,100.00000020001062,520.0000002000005,1400.0000002000008,10699999.999999996
29,-1604.99999999997,-20.000000000000814,-749.9999999998176,-1610.0000000999753,-270.0000001000009,-1440.0000000998177,-1599.9999998999647,230.0000000999992,-59.999999899817645,10.000000200010618,500.00000020000004,1380.0000002000002,6899999.999999999
30,-1677.9318936876375,545.000000000007,-439.99999999980935,-1700.0000000999535,239.9999999000066,-830.0000000998142,-1599.9999998999065,850.0000001000075,-49.999999899807754,100.000000200047,610.0000002000008,780.0000002000064,7224000.0
31,-1604.99999999993,545.0000000000072,-439.99999999981367,-1610.0000000999528,249.9999999000067,-820.0000000998142,-1599.9999998999072,840.0000001000075,-59.999999899813076,10.000000200045633,590.0000002000007,760.0000002000011,4484000.0
32,-1649.99999999993,545.0000000000068,-439.999999999811,-1690.0000000999526,539.9999999000064,-820.0000000998133,-1609.9999998999074,550.0000001000072,-59.99999989980855,80.00000020004518,10.00000020000084,760.0000002000047,608000.0
33,-1674.9539170506612,-480.0000000000011,-439.99999999981014,-1700.0000000999732,-680.0000001000016,-830.0000000998104,-1599.9999998999667,-279.9999999000004,-49.999999899809445,100.00000020000653,400.0000002000012,780.000000200001,5208000.0
34,-1604.99999999997,-480.00000000000085,-439.9999999998097,-1610.000000099973,-670.0000001000012,-820.00000009981,-1599.999999899967,-289.99999990000043,-59.99999989980946,10.00000020000607,380.0000002000008,760.0000002000005,2888000.0000000005
35,-598.5752098555939,1357.4203373567382,32.81980229461627,-1700.0000000999494,974.9999999000078,-50.000000099812176,692.8198904250106,1700.0000001000174,50.00000010019,2392.81989052496,725.0000002000096,100.00000020000218,20892549.70306977
36,-612.3660886272876,1348.0775604895407,-44.99999999981112,-1690.0000000999494,974.9999999000077,-50.00000009981215,675.4993823493209,1690.000000100015,-39.99999989981,2365.4993824492703,715.0000002000074,10.000000200002148,15237541.126249945
37,-808.8622620933293,625.1494696575011,32.322104669747546,-1700.000000099947,249.9999999000077,-50.00000009981,274.2409452625331,975.0000001000158,50.000000100192175,1974.2409453624803,725.0000002000081,100.00000020000218,17104987.5996186
38,-816.252354654514,626.8084717710915,-44.999999999808956,-1690.000000099947,259.9999999000077,-50.00000009981,262.69393987874304,975.0000001000144,-39.999999899807854,1952.6939399786902,715.0000002000068,10.000000200002148,12285982.212585289
39,-1125.1230087686752,-3.617610295797331e-13,29.45681972930547,-2104.338000099942,-250.0000001,-50.000000099817,-144.337999899942,250.0000001,50.000000100183,1960.0000002,500.0000002,100.0000002,14128382.748764943
40,-1125.5372263562824,-3.1136788765534906e-13,-44.999999999817,-2094.338000099942,-240.0000001,-50.000000099817,-154.337999899942,240.00000009999908,-39.999999899817,1940.0000002,480.0000001999991,10.000000200000002,9248382.748764778
41,-1549.999999999942,-149.99999999999997,1.8300132343385143e-10,-1572.500000099942,-172.5000001,-40.000000099817,-1527.499999899942,-127.4999999,40.000000100183,45.00000020000016,45.00000019999999,80.0000002,87964.59430051416
42,-1549.999999999942,150.0,1.830006617169257e-10,-1572.500000099942,127.4999999,-40.000000099817,-1527.499999899942,172.5000001,40.000000100183,45.00000020000016,45.00000019999999,80.0000002,87964.59430051416
43,-349.9999999999419,-150.0,1.8300132343385143e-10,-372.50000009994204,-172.5000001,-40.000000099817,-327.499999899942,-127.4999999,40.000000100183,45.000000200000045,45.00000019999999,80.0000002,87964.59430051417
44,-349.9999999999419,150.00000000000003,1.8300132343385143e-10,-372.50000009994204,127.4999999,-40.000000099817,-327.499999899942,172.5000001,40.000000100183,45.000000200000045,45.00000019999999,80.0000002,87964.59430051417
45,562.5615043843377,-974.3851079760553,29.456819729297486,-144.3373510461386,-1947.410166248889,-50.000000099825,1268.6753510460806,-0.00037463138900168123,50.000000100175,1413.0127020922191,1947.4097916175,100.0000002,14128382.748764947
46,562.7686131781415,-974.7438309296176,-44.999999999825,-130.6770970082935,-1933.7499122110441,-50.000000099825,1255.0150970082361,-13.66062866923391,-39.999999899825,1385.6921940165296,1920.0892835418103,10.000000200000002,9248382.74876478
47,904.9038105676368,-1267.339375865831,1.750026468677029e-10,882.4038104676368,-1289.8393759658309,-40.000000099825,927.4038106676368,-1244.8393757658307,40.000000100175,45.00000019999993,45.00000020000016,80.0000002,87964.5943005141
